Frequency - Spectrum Data,Amplitude - Spectrum Data,Frequency - Lorentzian Fit,Amplitude - Lorentzian Fit
61004.7,-50.177,61004.7,-51.824
61006.2,-50.1085,61006.2,-51.8233
61007.8,-50.0447,61007.8,-51.8226
61009.4,-49.9875,61009.4,-51.8219
61010.9,-49.9381,61010.9,-51.8212
61012.5,-49.8963,61012.5,-51.8205
61014.1,-49.8613,61014.1,-51.8198
61015.6,-49.832,61015.6,-51.819
61017.2,-49.8074,61017.2,-51.8183
61018.8,-49.787,61018.8,-51.8176
61020.3,-49.7712,61020.3,-51.8169
61021.9,-49.7611,61021.9,-51.8162
61023.4,-49.7574,61023.4,-51.8155
61025,-49.7611,61025,-51.8148
61026.6,-49.7726,61026.6,-51.8141
61028.1,-49.7915,61028.1,-51.8133
61029.7,-49.8167,61029.7,-51.8126
61031.2,-49.8463,61031.2,-51.8119
61032.8,-49.8781,61032.8,-51.8112
61034.4,-49.9101,61034.4,-51.8105
61035.9,-49.9412,61035.9,-51.8098
61037.5,-49.9713,61037.5,-51.8091
61039.1,-50.0013,61039.1,-51.8084
61040.6,-50.0325,61040.6,-51.8076
61042.2,-50.066,61042.2,-51.8069
61043.8,-50.1022,61043.8,-51.8062
61045.3,-50.1404,61045.3,-51.8055
61046.9,-50.1789,61046.9,-51.8048
61048.4,-50.2152,61048.4,-51.8041
61050,-50.2461,61050,-51.8034
61051.6,-50.2683,61051.6,-51.8027
61053.1,-50.2795,61053.1,-51.8019
61054.7,-50.2786,61054.7,-51.8012
61056.2,-50.2663,61056.2,-51.8005
61057.8,-50.2442,61057.8,-51.7998
61059.4,-50.2148,61059.4,-51.7991
61060.9,-50.1812,61060.9,-51.7984
61062.5,-50.1466,61062.5,-51.7977
61064.1,-50.1135,61064.1,-51.7969
61065.6,-50.0833,61065.6,-51.7962
61067.2,-50.0565,61067.2,-51.7955
61068.8,-50.0331,61068.8,-51.7948
61070.3,-50.0129,61070.3,-51.7941
61071.9,-49.9959,61071.9,-51.7934
61073.4,-49.9818,61073.4,-51.7927
61075,-49.9706,61075,-51.7919
61076.6,-49.9621,61076.6,-51.7912
61078.1,-49.9562,61078.1,-51.7905
61079.7,-49.953,61079.7,-51.7898
61081.2,-49.9525,61081.2,-51.7891
61082.8,-49.9546,61082.8,-51.7884
61084.4,-49.9592,61084.4,-51.7877
61085.9,-49.9659,61085.9,-51.7869
61087.5,-49.9741,61087.5,-51.7862
61089.1,-49.9835,61089.1,-51.7855
61090.6,-49.9941,61090.6,-51.7848
61092.2,-50.0063,61092.2,-51.7841
61093.8,-50.021,61093.8,-51.7834
61095.3,-50.0389,61095.3,-51.7826
61096.9,-50.0611,61096.9,-51.7819
61098.4,-50.0884,61098.4,-51.7812
61100,-50.1213,61100,-51.7805
61101.6,-50.1596,61101.6,-51.7798
61103.1,-50.2022,61103.1,-51.7791
61104.7,-50.2475,61104.7,-51.7784
61106.2,-50.2927,61106.2,-51.7776
61107.8,-50.3346,61107.8,-51.7769
61109.4,-50.3693,61109.4,-51.7762
61110.9,-50.3934,61110.9,-51.7755
61112.5,-50.4046,61112.5,-51.7748
61114.1,-50.4021,61114.1,-51.7741
61115.6,-50.3864,61115.6,-51.7733
61117.2,-50.3595,61117.2,-51.7726
61118.8,-50.3244,61118.8,-51.7719
61120.3,-50.2843,61120.3,-51.7712
61121.9,-50.2427,61121.9,-51.7705
61123.4,-50.2022,61123.4,-51.7698
61125,-50.1644,61125,-51.769
61126.6,-50.1302,61126.6,-51.7683
61128.1,-50.0994,61128.1,-51.7676
61129.7,-50.0714,61129.7,-51.7669
61131.2,-50.0453,61131.2,-51.7662
61132.8,-50.0203,61132.8,-51.7655
61134.4,-49.9964,61134.4,-51.7647
61135.9,-49.9738,61135.9,-51.764
61137.5,-49.9528,61137.5,-51.7633
61139.1,-49.9337,61139.1,-51.7626
61140.6,-49.9175,61140.6,-51.7619
61142.2,-49.9045,61142.2,-51.7612
61143.8,-49.8946,61143.8,-51.7604
61145.3,-49.8877,61145.3,-51.7597
61146.9,-49.8836,61146.9,-51.759
61148.4,-49.8816,61148.4,-51.7583
61150,-49.8814,61150,-51.7576
61151.6,-49.8826,61151.6,-51.7569
61153.1,-49.8848,61153.1,-51.7561
61154.7,-49.8885,61154.7,-51.7554
61156.2,-49.8939,61156.2,-51.7547
61157.8,-49.9007,61157.8,-51.754
61159.4,-49.9083,61159.4,-51.7533
61160.9,-49.9156,61160.9,-51.7526
61162.5,-49.9213,61162.5,-51.7518
61164.1,-49.9239,61164.1,-51.7511
61165.6,-49.9218,61165.6,-51.7504
61167.2,-49.9138,61167.2,-51.7497
61168.8,-49.8989,61168.8,-51.749
61170.3,-49.8766,61170.3,-51.7482
61171.9,-49.8474,61171.9,-51.7475
61173.4,-49.8127,61173.4,-51.7468
61175,-49.7742,61175,-51.7461
61176.6,-49.7346,61176.6,-51.7454
61178.1,-49.6969,61178.1,-51.7447
61179.7,-49.6645,61179.7,-51.7439
61181.2,-49.6402,61181.2,-51.7432
61182.8,-49.6269,61182.8,-51.7425
61184.4,-49.6267,61184.4,-51.7418
61185.9,-49.6411,61185.9,-51.7411
61187.5,-49.6708,61187.5,-51.7403
61189.1,-49.7152,61189.1,-51.7396
61190.6,-49.7726,61190.6,-51.7389
61192.2,-49.8394,61192.2,-51.7382
61193.8,-49.9112,61193.8,-51.7375
61195.3,-49.9823,61195.3,-51.7367
61196.9,-50.0458,61196.9,-51.736
61198.4,-50.0943,61198.4,-51.7353
61200,-50.121,61200,-51.7346
61201.6,-50.1205,61201.6,-51.7339
61203.1,-50.0896,61203.1,-51.7332
61204.7,-50.0287,61204.7,-51.7324
61206.2,-49.942,61206.2,-51.7317
61207.8,-49.8373,61207.8,-51.731
61209.4,-49.7244,61209.4,-51.7303
61210.9,-49.6145,61210.9,-51.7296
61212.5,-49.5181,61212.5,-51.7288
61214.1,-49.4432,61214.1,-51.7281
61215.6,-49.3956,61215.6,-51.7274
61217.2,-49.378,61217.2,-51.7267
61218.8,-49.39,61218.8,-51.726
61220.3,-49.4279,61220.3,-51.7252
61221.9,-49.4853,61221.9,-51.7245
61223.4,-49.5538,61223.4,-51.7238
61225,-49.6251,61225,-51.7231
61226.6,-49.6919,61226.6,-51.7224
61228.1,-49.749,61228.1,-51.7216
61229.7,-49.7944,61229.7,-51.7209
61231.2,-49.8288,61231.2,-51.7202
61232.8,-49.8554,61232.8,-51.7195
61234.4,-49.8782,61234.4,-51.7188
61235.9,-49.9014,61235.9,-51.718
61237.5,-49.9281,61237.5,-51.7173
61239.1,-49.9594,61239.1,-51.7166
61240.6,-49.995,61240.6,-51.7159
61242.2,-50.0329,61242.2,-51.7152
61243.8,-50.0703,61243.8,-51.7144
61245.3,-50.1041,61245.3,-51.7137
61246.9,-50.1315,61246.9,-51.713
61248.4,-50.1511,61248.4,-51.7123
61250,-50.1625,61250,-51.7115
61251.6,-50.1664,61251.6,-51.7108
61253.1,-50.1635,61253.1,-51.7101
61254.7,-50.1555,61254.7,-51.7094
61256.2,-50.1438,61256.2,-51.7087
61257.8,-50.1302,61257.8,-51.7079
61259.4,-50.116,61259.4,-51.7072
61260.9,-50.1021,61260.9,-51.7065
61262.5,-50.0891,61262.5,-51.7058
61264.1,-50.0774,61264.1,-51.7051
61265.6,-50.0675,61265.6,-51.7043
61267.2,-50.0594,61267.2,-51.7036
61268.8,-50.0528,61268.8,-51.7029
61270.3,-50.0465,61270.3,-51.7022
61271.9,-50.0389,61271.9,-51.7014
61273.4,-50.0286,61273.4,-51.7007
61275,-50.0144,61275,-51.7
61276.6,-49.9955,61276.6,-51.6993
61278.1,-49.9718,61278.1,-51.6986
61279.7,-49.9439,61279.7,-51.6978
61281.2,-49.9132,61281.2,-51.6971
61282.8,-49.8818,61282.8,-51.6964
61284.4,-49.8517,61284.4,-51.6957
61285.9,-49.8251,61285.9,-51.6949
61287.5,-49.8042,61287.5,-51.6942
61289.1,-49.7901,61289.1,-51.6935
61290.6,-49.7834,61290.6,-51.6928
61292.2,-49.784,61292.2,-51.6921
61293.8,-49.7909,61293.8,-51.6913
61295.3,-49.8031,61295.3,-51.6906
61296.9,-49.8191,61296.9,-51.6899
61298.4,-49.8371,61298.4,-51.6892
61300,-49.8547,61300,-51.6884
61301.6,-49.8698,61301.6,-51.6877
61303.1,-49.8806,61303.1,-51.687
61304.7,-49.8851,61304.7,-51.6863
61306.2,-49.8823,61306.2,-51.6855
61307.8,-49.8717,61307.8,-51.6848
61309.4,-49.8538,61309.4,-51.6841
61310.9,-49.8308,61310.9,-51.6834
61312.5,-49.8054,61312.5,-51.6827
61314.1,-49.7813,61314.1,-51.6819
61315.6,-49.7633,61315.6,-51.6812
61317.2,-49.7555,61317.2,-51.6805
61318.8,-49.761,61318.8,-51.6798
61320.3,-49.7818,61320.3,-51.679
61321.9,-49.819,61321.9,-51.6783
61323.4,-49.8713,61323.4,-51.6776
61325,-49.9355,61325,-51.6769
61326.6,-50.0065,61326.6,-51.6761
61328.1,-50.0783,61328.1,-51.6754
61329.7,-50.1443,61329.7,-51.6747
61331.2,-50.1985,61331.2,-51.674
61332.8,-50.2365,61332.8,-51.6732
61334.4,-50.2555,61334.4,-51.6725
61335.9,-50.2551,61335.9,-51.6718
61337.5,-50.2371,61337.5,-51.6711
61339.1,-50.2048,61339.1,-51.6703
61340.6,-50.1625,61340.6,-51.6696
61342.2,-50.1148,61342.2,-51.6689
61343.8,-50.0655,61343.8,-51.6682
61345.3,-50.0178,61345.3,-51.6674
61346.9,-49.9738,61346.9,-51.6667
61348.4,-49.9349,61348.4,-51.666
61350,-49.9016,61350,-51.6653
61351.6,-49.8741,61351.6,-51.6645
61353.1,-49.8527,61353.1,-51.6638
61354.7,-49.8375,61354.7,-51.6631
61356.2,-49.8289,61356.2,-51.6624
61357.8,-49.8272,61357.8,-51.6616
61359.4,-49.8323,61359.4,-51.6609
61360.9,-49.8446,61360.9,-51.6602
61362.5,-49.8645,61362.5,-51.6595
61364.1,-49.8916,61364.1,-51.6587
61365.6,-49.9256,61365.6,-51.658
61367.2,-49.9654,61367.2,-51.6573
61368.8,-50.0098,61368.8,-51.6566
61370.3,-50.0571,61370.3,-51.6558
61371.9,-50.1057,61371.9,-51.6551
61373.4,-50.1541,61373.4,-51.6544
61375,-50.2001,61375,-51.6537
61376.6,-50.2417,61376.6,-51.6529
61378.1,-50.2769,61378.1,-51.6522
61379.7,-50.3039,61379.7,-51.6515
61381.2,-50.3207,61381.2,-51.6508
61382.8,-50.3256,61382.8,-51.65
61384.4,-50.3173,61384.4,-51.6493
61385.9,-50.2945,61385.9,-51.6486
61387.5,-50.2566,61387.5,-51.6479
61389.1,-50.2038,61389.1,-51.6471
61390.6,-50.1367,61390.6,-51.6464
61392.2,-50.0574,61392.2,-51.6457
61393.8,-49.969,61393.8,-51.6449
61395.3,-49.8753,61395.3,-51.6442
61396.9,-49.7814,61396.9,-51.6435
61398.4,-49.6924,61398.4,-51.6428
61400,-49.6137,61400,-51.642
61401.6,-49.5496,61401.6,-51.6413
61403.1,-49.5036,61403.1,-51.6406
61404.7,-49.4776,61404.7,-51.6399
61406.2,-49.4718,61406.2,-51.6391
61407.8,-49.4852,61407.8,-51.6384
61409.4,-49.515,61409.4,-51.6377
61410.9,-49.5572,61410.9,-51.637
61412.5,-49.6066,61412.5,-51.6362
61414.1,-49.6576,61414.1,-51.6355
61415.6,-49.7053,61415.6,-51.6348
61417.2,-49.7456,61417.2,-51.634
61418.8,-49.7761,61418.8,-51.6333
61420.3,-49.7957,61420.3,-51.6326
61421.9,-49.8047,61421.9,-51.6319
61423.4,-49.8045,61423.4,-51.6311
61425,-49.7979,61425,-51.6304
61426.6,-49.7869,61426.6,-51.6297
61428.1,-49.7735,61428.1,-51.6289
61429.7,-49.7594,61429.7,-51.6282
61431.2,-49.7457,61431.2,-51.6275
61432.8,-49.732,61432.8,-51.6268
61434.4,-49.7171,61434.4,-51.626
61435.9,-49.6996,61435.9,-51.6253
61437.5,-49.6776,61437.5,-51.6246
61439.1,-49.65,61439.1,-51.6238
61440.6,-49.6169,61440.6,-51.6231
61442.2,-49.5796,61442.2,-51.6224
61443.8,-49.5402,61443.8,-51.6217
61445.3,-49.5024,61445.3,-51.6209
61446.9,-49.4708,61446.9,-51.6202
61448.4,-49.4492,61448.4,-51.6195
61450,-49.4412,61450,-51.6187
61451.6,-49.4493,61451.6,-51.618
61453.1,-49.4746,61453.1,-51.6173
61454.7,-49.5165,61454.7,-51.6166
61456.2,-49.5726,61456.2,-51.6158
61457.8,-49.6389,61457.8,-51.6151
61459.4,-49.7105,61459.4,-51.6144
61460.9,-49.7815,61460.9,-51.6136
61462.5,-49.8464,61462.5,-51.6129
61464.1,-49.9006,61464.1,-51.6122
61465.6,-49.9413,61465.6,-51.6115
61467.2,-49.9676,61467.2,-51.6107
61468.8,-49.9809,61468.8,-51.61
61470.3,-49.9838,61470.3,-51.6093
61471.9,-49.9808,61471.9,-51.6085
61473.4,-49.9763,61473.4,-51.6078
61475,-49.9745,61475,-51.6071
61476.6,-49.9784,61476.6,-51.6063
61478.1,-49.9896,61478.1,-51.6056
61479.7,-50.0078,61479.7,-51.6049
61481.2,-50.0312,61481.2,-51.6042
61482.8,-50.0562,61482.8,-51.6034
61484.4,-50.0786,61484.4,-51.6027
61485.9,-50.0943,61485.9,-51.602
61487.5,-50.0998,61487.5,-51.6012
61489.1,-50.0931,61489.1,-51.6005
61490.6,-50.0744,61490.6,-51.5998
61492.2,-50.0458,61492.2,-51.599
61493.8,-50.0105,61493.8,-51.5983
61495.3,-49.9726,61495.3,-51.5976
61496.9,-49.9366,61496.9,-51.5969
61498.4,-49.9062,61498.4,-51.5961
61500,-49.8839,61500,-51.5954
61501.6,-49.8706,61501.6,-51.5947
61503.1,-49.8657,61503.1,-51.5939
61504.7,-49.8673,61504.7,-51.5932
61506.2,-49.8731,61506.2,-51.5925
61507.8,-49.8799,61507.8,-51.5917
61509.4,-49.8843,61509.4,-51.591
61510.9,-49.8836,61510.9,-51.5903
61512.5,-49.8751,61512.5,-51.5895
61514.1,-49.8566,61514.1,-51.5888
61515.6,-49.8267,61515.6,-51.5881
61517.2,-49.7844,61517.2,-51.5874
61518.8,-49.7291,61518.8,-51.5866
61520.3,-49.6611,61520.3,-51.5859
61521.9,-49.5808,61521.9,-51.5852
61523.4,-49.4899,61523.4,-51.5844
61525,-49.3911,61525,-51.5837
61526.6,-49.2885,61526.6,-51.583
61528.1,-49.1861,61528.1,-51.5822
61529.7,-49.089,61529.7,-51.5815
61531.2,-49.0017,61531.2,-51.5808
61532.8,-48.9279,61532.8,-51.58
61534.4,-48.8693,61534.4,-51.5793
61535.9,-48.8269,61535.9,-51.5786
61537.5,-48.8005,61537.5,-51.5778
61539.1,-48.7894,61539.1,-51.5771
61540.6,-48.7917,61540.6,-51.5764
61542.2,-48.8053,61542.2,-51.5756
61543.8,-48.8284,61543.8,-51.5749
61545.3,-48.8592,61545.3,-51.5742
61546.9,-48.8966,61546.9,-51.5734
61548.4,-48.9401,61548.4,-51.5727
61550,-48.9894,61550,-51.572
61551.6,-49.0442,61551.6,-51.5712
61553.1,-49.1039,61553.1,-51.5705
61554.7,-49.1671,61554.7,-51.5698
61556.2,-49.2321,61556.2,-51.569
61557.8,-49.2971,61557.8,-51.5683
61559.4,-49.3602,61559.4,-51.5676
61560.9,-49.4196,61560.9,-51.5668
61562.5,-49.4742,61562.5,-51.5661
61564.1,-49.5234,61564.1,-51.5654
61565.6,-49.5669,61565.6,-51.5646
61567.2,-49.6048,61567.2,-51.5639
61568.8,-49.6374,61568.8,-51.5632
61570.3,-49.6651,61570.3,-51.5624
61571.9,-49.6886,61571.9,-51.5617
61573.4,-49.7081,61573.4,-51.561
61575,-49.7237,61575,-51.5602
61576.6,-49.7351,61576.6,-51.5595
61578.1,-49.7416,61578.1,-51.5588
61579.7,-49.742,61579.7,-51.558
61581.2,-49.7356,61581.2,-51.5573
61582.8,-49.7216,61582.8,-51.5566
61584.4,-49.7001,61584.4,-51.5558
61585.9,-49.6715,61585.9,-51.5551
61587.5,-49.6379,61587.5,-51.5544
61589.1,-49.6027,61589.1,-51.5536
61590.6,-49.5694,61590.6,-51.5529
61592.2,-49.5421,61592.2,-51.5522
61593.8,-49.5242,61593.8,-51.5514
61595.3,-49.518,61595.3,-51.5507
61596.9,-49.5243,61596.9,-51.55
61598.4,-49.5429,61598.4,-51.5492
61600,-49.5709,61600,-51.5485
61601.6,-49.6041,61601.6,-51.5478
61603.1,-49.6373,61603.1,-51.547
61604.7,-49.6656,61604.7,-51.5463
61606.2,-49.6842,61606.2,-51.5456
61607.8,-49.6901,61607.8,-51.5448
61609.4,-49.6828,61609.4,-51.5441
61610.9,-49.6635,61610.9,-51.5433
61612.5,-49.6349,61612.5,-51.5426
61614.1,-49.6009,61614.1,-51.5419
61615.6,-49.5652,61615.6,-51.5411
61617.2,-49.5313,61617.2,-51.5404
61618.8,-49.5016,61618.8,-51.5397
61620.3,-49.4772,61620.3,-51.5389
61621.9,-49.4582,61621.9,-51.5382
61623.4,-49.444,61623.4,-51.5375
61625,-49.4335,61625,-51.5367
61626.6,-49.426,61626.6,-51.536
61628.1,-49.421,61628.1,-51.5353
61629.7,-49.4188,61629.7,-51.5345
61631.2,-49.4209,61631.2,-51.5338
61632.8,-49.4296,61632.8,-51.5331
61634.4,-49.4475,61634.4,-51.5323
61635.9,-49.4765,61635.9,-51.5316
61637.5,-49.5182,61637.5,-51.5308
61639.1,-49.5729,61639.1,-51.5301
61640.6,-49.64,61640.6,-51.5294
61642.2,-49.7178,61642.2,-51.5286
61643.8,-49.8029,61643.8,-51.5279
61645.3,-49.8911,61645.3,-51.5272
61646.9,-49.9773,61646.9,-51.5264
61648.4,-50.0562,61648.4,-51.5257
61650,-50.1224,61650,-51.525
61651.6,-50.1707,61651.6,-51.5242
61653.1,-50.1972,61653.1,-51.5235
61654.7,-50.1994,61654.7,-51.5227
61656.2,-50.1765,61656.2,-51.522
61657.8,-50.13,61657.8,-51.5213
61659.4,-50.0638,61659.4,-51.5205
61660.9,-49.9833,61660.9,-51.5198
61662.5,-49.8951,61662.5,-51.5191
61664.1,-49.8062,61664.1,-51.5183
61665.6,-49.7225,61665.6,-51.5176
61667.2,-49.6484,61667.2,-51.5168
61668.8,-49.5871,61668.8,-51.5161
61670.3,-49.5398,61670.3,-51.5154
61671.9,-49.506,61671.9,-51.5146
61673.4,-49.4843,61673.4,-51.5139
61675,-49.4726,61675,-51.5132
61676.6,-49.4682,61676.6,-51.5124
61678.1,-49.469,61678.1,-51.5117
61679.7,-49.4735,61679.7,-51.5109
61681.2,-49.4803,61681.2,-51.5102
61682.8,-49.489,61682.8,-51.5095
61684.4,-49.4995,61684.4,-51.5087
61685.9,-49.5112,61685.9,-51.508
61687.5,-49.5241,61687.5,-51.5073
61689.1,-49.5382,61689.1,-51.5065
61690.6,-49.5534,61690.6,-51.5058
61692.2,-49.5693,61692.2,-51.505
61693.8,-49.5859,61693.8,-51.5043
61695.3,-49.6031,61695.3,-51.5036
61696.9,-49.6206,61696.9,-51.5028
61698.4,-49.6379,61698.4,-51.5021
61700,-49.6541,61700,-51.5013
61701.6,-49.6688,61701.6,-51.5006
61703.1,-49.6809,61703.1,-51.4999
61704.7,-49.6896,61704.7,-51.4991
61706.2,-49.6942,61706.2,-51.4984
61707.8,-49.6947,61707.8,-51.4976
61709.4,-49.6918,61709.4,-51.4969
61710.9,-49.6859,61710.9,-51.4962
61712.5,-49.6781,61712.5,-51.4954
61714.1,-49.6696,61714.1,-51.4947
61715.6,-49.6619,61715.6,-51.494
61717.2,-49.6559,61717.2,-51.4932
61718.8,-49.6522,61718.8,-51.4925
61720.3,-49.6512,61720.3,-51.4917
61721.9,-49.6534,61721.9,-51.491
61723.4,-49.659,61723.4,-51.4903
61725,-49.6676,61725,-51.4895
61726.6,-49.6789,61726.6,-51.4888
61728.1,-49.692,61728.1,-51.488
61729.7,-49.7055,61729.7,-51.4873
61731.2,-49.7179,61731.2,-51.4866
61732.8,-49.7274,61732.8,-51.4858
61734.4,-49.7329,61734.4,-51.4851
61735.9,-49.7328,61735.9,-51.4843
61737.5,-49.7261,61737.5,-51.4836
61739.1,-49.7124,61739.1,-51.4829
61740.6,-49.6921,61740.6,-51.4821
61742.2,-49.6667,61742.2,-51.4814
61743.8,-49.6379,61743.8,-51.4806
61745.3,-49.6078,61745.3,-51.4799
61746.9,-49.5783,61746.9,-51.4792
61748.4,-49.5508,61748.4,-51.4784
61750,-49.5264,61750,-51.4777
61751.6,-49.5054,61751.6,-51.4769
61753.1,-49.4874,61753.1,-51.4762
61754.7,-49.4717,61754.7,-51.4754
61756.2,-49.4574,61756.2,-51.4747
61757.8,-49.4441,61757.8,-51.474
61759.4,-49.4311,61759.4,-51.4732
61760.9,-49.4184,61760.9,-51.4725
61762.5,-49.4066,61762.5,-51.4717
61764.1,-49.3962,61764.1,-51.471
61765.6,-49.3878,61765.6,-51.4703
61767.2,-49.3815,61767.2,-51.4695
61768.8,-49.377,61768.8,-51.4688
61770.3,-49.373,61770.3,-51.468
61771.9,-49.3678,61771.9,-51.4673
61773.4,-49.3593,61773.4,-51.4666
61775,-49.3458,61775,-51.4658
61776.6,-49.3265,61776.6,-51.4651
61778.1,-49.3016,61778.1,-51.4643
61779.7,-49.2729,61779.7,-51.4636
61781.2,-49.2436,61781.2,-51.4628
61782.8,-49.2173,61782.8,-51.4621
61784.4,-49.1978,61784.4,-51.4614
61785.9,-49.1882,61785.9,-51.4606
61787.5,-49.1911,61787.5,-51.4599
61789.1,-49.2078,61789.1,-51.4591
61790.6,-49.2387,61790.6,-51.4584
61792.2,-49.2828,61792.2,-51.4576
61793.8,-49.3378,61793.8,-51.4569
61795.3,-49.4006,61795.3,-51.4562
61796.9,-49.4672,61796.9,-51.4554
61798.4,-49.5337,61798.4,-51.4547
61800,-49.5956,61800,-51.4539
61801.6,-49.6489,61801.6,-51.4532
61803.1,-49.6897,61803.1,-51.4524
61804.7,-49.7151,61804.7,-51.4517
61806.2,-49.7236,61806.2,-51.451
61807.8,-49.7144,61807.8,-51.4502
61809.4,-49.6888,61809.4,-51.4495
61810.9,-49.6489,61810.9,-51.4487
61812.5,-49.598,61812.5,-51.448
61814.1,-49.5394,61814.1,-51.4472
61815.6,-49.476,61815.6,-51.4465
61817.2,-49.4102,61817.2,-51.4458
61818.8,-49.3435,61818.8,-51.445
61820.3,-49.2769,61820.3,-51.4443
61821.9,-49.211,61821.9,-51.4435
61823.4,-49.1461,61823.4,-51.4428
61825,-49.0831,61825,-51.442
61826.6,-49.0235,61826.6,-51.4413
61828.1,-48.9692,61828.1,-51.4406
61829.7,-48.9229,61829.7,-51.4398
61831.2,-48.8876,61831.2,-51.4391
61832.8,-48.8654,61832.8,-51.4383
61834.4,-48.858,61834.4,-51.4376
61835.9,-48.8657,61835.9,-51.4368
61837.5,-48.8882,61837.5,-51.4361
61839.1,-48.9236,61839.1,-51.4353
61840.6,-48.9691,61840.6,-51.4346
61842.2,-49.0211,61842.2,-51.4339
61843.8,-49.0748,61843.8,-51.4331
61845.3,-49.1256,61845.3,-51.4324
61846.9,-49.169,61846.9,-51.4316
61848.4,-49.201,61848.4,-51.4309
61850,-49.2189,61850,-51.4301
61851.6,-49.221,61851.6,-51.4294
61853.1,-49.2073,61853.1,-51.4286
61854.7,-49.1789,61854.7,-51.4279
61856.2,-49.1387,61856.2,-51.4272
61857.8,-49.0902,61857.8,-51.4264
61859.4,-49.0378,61859.4,-51.4257
61860.9,-48.9865,61860.9,-51.4249
61862.5,-48.9416,61862.5,-51.4242
61864.1,-48.9076,61864.1,-51.4234
61865.6,-48.888,61865.6,-51.4227
61867.2,-48.8845,61867.2,-51.4219
61868.8,-48.8966,61868.8,-51.4212
61870.3,-48.9219,61870.3,-51.4204
61871.9,-48.9568,61871.9,-51.4197
61873.4,-48.9967,61873.4,-51.419
61875,-49.0356,61875,-51.4182
61876.6,-49.0678,61876.6,-51.4175
61878.1,-49.0889,61878.1,-51.4167
61879.7,-49.0966,61879.7,-51.416
61881.2,-49.0911,61881.2,-51.4152
61882.8,-49.0747,61882.8,-51.4145
61884.4,-49.0513,61884.4,-51.4137
61885.9,-49.0259,61885.9,-51.413
61887.5,-49.0028,61887.5,-51.4122
61889.1,-48.9844,61889.1,-51.4115
61890.6,-48.9728,61890.6,-51.4107
61892.2,-48.9685,61892.2,-51.41
61893.8,-48.9704,61893.8,-51.4093
61895.3,-48.9767,61895.3,-51.4085
61896.9,-48.9853,61896.9,-51.4078
61898.4,-48.994,61898.4,-51.407
61900,-49.001,61900,-51.4063
61901.6,-49.0055,61901.6,-51.4055
61903.1,-49.0074,61903.1,-51.4048
61904.7,-49.0066,61904.7,-51.404
61906.2,-49.0031,61906.2,-51.4033
61907.8,-48.9976,61907.8,-51.4025
61909.4,-48.9909,61909.4,-51.4018
61910.9,-48.9839,61910.9,-51.401
61912.5,-48.9778,61912.5,-51.4003
61914.1,-48.9738,61914.1,-51.3995
61915.6,-48.9729,61915.6,-51.3988
61917.2,-48.9759,61917.2,-51.398
61918.8,-48.9831,61918.8,-51.3973
61920.3,-48.9939,61920.3,-51.3966
61921.9,-49.0072,61921.9,-51.3958
61923.4,-49.0216,61923.4,-51.3951
61925,-49.0349,61925,-51.3943
61926.6,-49.0448,61926.6,-51.3936
61928.1,-49.0498,61928.1,-51.3928
61929.7,-49.0494,61929.7,-51.3921
61931.2,-49.0441,61931.2,-51.3913
61932.8,-49.0349,61932.8,-51.3906
61934.4,-49.0248,61934.4,-51.3898
61935.9,-49.0174,61935.9,-51.3891
61937.5,-49.0157,61937.5,-51.3883
61939.1,-49.0222,61939.1,-51.3876
61940.6,-49.039,61940.6,-51.3868
61942.2,-49.067,61942.2,-51.3861
61943.8,-49.1054,61943.8,-51.3853
61945.3,-49.1522,61945.3,-51.3846
61946.9,-49.2045,61946.9,-51.3838
61948.4,-49.2583,61948.4,-51.3831
61950,-49.3097,61950,-51.3823
61951.6,-49.3554,61951.6,-51.3816
61953.1,-49.3923,61953.1,-51.3808
61954.7,-49.4186,61954.7,-51.3801
61956.2,-49.4332,61956.2,-51.3793
61957.8,-49.4367,61957.8,-51.3786
61959.4,-49.4299,61959.4,-51.3778
61960.9,-49.4141,61960.9,-51.3771
61962.5,-49.3908,61962.5,-51.3763
61964.1,-49.3612,61964.1,-51.3756
61965.6,-49.3262,61965.6,-51.3748
61967.2,-49.2862,61967.2,-51.3741
61968.8,-49.2415,61968.8,-51.3733
61970.3,-49.1925,61970.3,-51.3726
61971.9,-49.1399,61971.9,-51.3718
61973.4,-49.0846,61973.4,-51.3711
61975,-49.0276,61975,-51.3703
61976.6,-48.97,61976.6,-51.3696
61978.1,-48.9137,61978.1,-51.3688
61979.7,-48.861,61979.7,-51.3681
61981.2,-48.8137,61981.2,-51.3673
61982.8,-48.7732,61982.8,-51.3666
61984.4,-48.7415,61984.4,-51.3658
61985.9,-48.7202,61985.9,-51.3651
61987.5,-48.7107,61987.5,-51.3643
61989.1,-48.7132,61989.1,-51.3636
61990.6,-48.7272,61990.6,-51.3628
61992.2,-48.7514,61992.2,-51.3621
61993.8,-48.7837,61993.8,-51.3613
61995.3,-48.8215,61995.3,-51.3606
61996.9,-48.8614,61996.9,-51.3598
61998.4,-48.8999,61998.4,-51.3591
62000,-48.9342,62000,-51.3583
62001.6,-48.9623,62001.6,-51.3576
62003.1,-48.9832,62003.1,-51.3568
62004.7,-48.9967,62004.7,-51.3561
62006.2,-49.0038,62006.2,-51.3553
62007.8,-49.0059,62007.8,-51.3546
62009.4,-49.0049,62009.4,-51.3538
62010.9,-49.0024,62010.9,-51.3531
