65.0000000000	-70.6707000000
65.0062500000	-70.6610000000
65.0125000000	-70.6485000000
65.0187500000	-70.6337000000
65.0250000000	-70.6169000000
65.0312500000	-70.5987000000
65.0375000000	-70.5797000000
65.0437500000	-70.5604000000
65.0500000000	-70.5417000000
65.0562500000	-70.5240000000
65.0625000000	-70.5080000000
65.0687500000	-70.4942000000
65.0750000000	-70.4831000000
65.0812500000	-70.4750000000
65.0875000000	-70.4702000000
65.0937500000	-70.4684000000
65.1000000000	-70.4692000000
65.1062500000	-70.4721000000
65.1125000000	-70.4763000000
65.1187500000	-70.4809000000
65.1250000000	-70.4853000000
65.1312500000	-70.4886000000
65.1375000000	-70.4904000000
65.1437500000	-70.4904000000
65.1500000000	-70.4886000000
65.1562500000	-70.4853000000
65.1625000000	-70.4811000000
65.1687500000	-70.4766000000
65.1750000000	-70.4723000000
65.1812500000	-70.4691000000
65.1875000000	-70.4673000000
65.1937500000	-70.4673000000
65.2000000000	-70.4693000000
65.2062500000	-70.4731000000
65.2125000000	-70.4783000000
65.2187500000	-70.4845000000
65.2250000000	-70.4912000000
65.2312500000	-70.4977000000
65.2375000000	-70.5037000000
65.2437500000	-70.5089000000
65.2500000000	-70.5129000000
65.2562500000	-70.5156000000
65.2625000000	-70.5170000000
65.2687500000	-70.5171000000
65.2750000000	-70.5161000000
65.2812500000	-70.5140000000
65.2875000000	-70.5110000000
65.2937500000	-70.5069000000
65.3000000000	-70.5019000000
65.3062500000	-70.4956000000
65.3125000000	-70.4878000000
65.3187500000	-70.4785000000
65.3250000000	-70.4677000000
65.3312500000	-70.4556000000
65.3375000000	-70.4426000000
65.3437500000	-70.4293000000
65.3500000000	-70.4164000000
65.3562500000	-70.4049000000
65.3625000000	-70.3954000000
65.3687500000	-70.3887000000
65.3750000000	-70.3856000000
65.3812500000	-70.3863000000
65.3875000000	-70.3911000000
65.3937500000	-70.3997000000
65.4000000000	-70.4117000000
65.4062500000	-70.4263000000
65.4125000000	-70.4425000000
65.4187500000	-70.4593000000
65.4250000000	-70.4757000000
65.4312500000	-70.4905000000
65.4375000000	-70.5030000000
65.4437500000	-70.5126000000
65.4500000000	-70.5186000000
65.4562500000	-70.5209000000
65.4625000000	-70.5194000000
65.4687500000	-70.5140000000
65.4750000000	-70.5049000000
65.4812500000	-70.4923000000
65.4875000000	-70.4766000000
65.4937500000	-70.4582000000
65.5000000000	-70.4377000000
65.5062500000	-70.4159000000
65.5125000000	-70.3933000000
65.5187500000	-70.3707000000
65.5250000000	-70.3489000000
65.5312500000	-70.3284000000
65.5375000000	-70.3098000000
65.5437500000	-70.2934000000
65.5500000000	-70.2795000000
65.5562500000	-70.2681000000
65.5625000000	-70.2589000000
65.5687500000	-70.2516000000
65.5750000000	-70.2458000000
65.5812500000	-70.2412000000
65.5875000000	-70.2375000000
65.5937500000	-70.2344000000
65.6000000000	-70.2318000000
65.6062500000	-70.2299000000
65.6125000000	-70.2290000000
65.6187500000	-70.2292000000
65.6250000000	-70.2308000000
65.6312500000	-70.2340000000
65.6375000000	-70.2387000000
65.6437500000	-70.2448000000
65.6500000000	-70.2522000000
65.6562500000	-70.2607000000
